id,leaflet_id,section_id,medicine,section_type,leaflet_type,chunk_index,start_char,end_char,char_len,section_title,section_heading_path,text
chunk_3fede5899876,leaf_3cb34533cd62,sec_c1ebfc9276fe,rivotril,indication,patient_leaflet,0,0,1102,1102,PARA QUE ESTE MEDICAMENTO É INDICADO?,PARA QUE ESTE MEDICAMENTO É INDICADO? > **Adulto**  > **Transtornos de ansiedade**  > **Transtornos do humor**  > **Síndromes psicóticas** ,"PARA QUE ESTE MEDICAMENTO É INDICADO? Adulto e pediátrico Distúrbio epiléptico** **Rivotril[® ]** é indicado para tratar crises epilépticas e espasmos infantis (síndrome de West). ## **Adulto** **Rivotril[® ]** também é indicado para: ## **Transtornos de ansiedade** - Como ansiolítico em geral. - Distúrbio do pânico com ou sem medo de espaços abertos. - Fobia social (medo de situações como falar em público). ## **Transtornos do humor** - Transtorno afetivo bipolar (fases de depressão e mania): tratamento da mania. - Depressão maior: associado à antidepressivos na depressão ansiosa e início do tratamento. ## **Síndromes psicóticas**  Acatisia (inquietação extrema, geralmente provocada por medicamentos psiquiátricos). **Síndrome das pernas inquietas (desconforto ou dor nas pernas que leva à necessidade de movimentá-las, prejudicando o sono).** **Vertigem e distúrbios do equilíbrio:** náuseas, vômitos, desmaios, quedas, zumbidos e distúrbios auditivos. **Síndrome da boca ardente (sensação de queimação na parte interna da boca, sem alterações físicas).** **2."
chunk_4569774ff1a4,leaf_3cb34533cd62,sec_d9f209726d63,rivotril,simplified_mechanism,patient_leaflet,0,0,434,434,COMO ESTE MEDICAMENTO FUNCIONA?,COMO ESTE MEDICAMENTO FUNCIONA? > **3.,"COMO ESTE MEDICAMENTO FUNCIONA?** Clonazepam pertence à classe dos benzodiazepínicos, medicamentos que causam inibição leve do sistema nervoso, com consequente ação anticonvulsivante, sedativa leve, relaxante muscular e tranquilizante. A ação de **Rivotril[® ]** oral dose única inicia em 30 a 60 minutos e se estende por 6 à 8 h em crianças e 8 a 12 h em adultos. 1 **==> picture [109 x 35] intentionally omitted <==** ## **3."
chunk_5e3d4ac1c930,leaf_3cb34533cd62,sec_a09f972c4cdf,rivotril,contraindication,patient_leaflet,0,0,1547,1547,QUANDO NÃO DEVO USAR ESTE MEDICAMENTO?,QUANDO NÃO DEVO USAR ESTE MEDICAMENTO? > **4. O QUE DEVO SABER ANTES DE USAR ESTE   MEDICAMENTO?** ,"QUANDO NÃO DEVO USAR ESTE MEDICAMENTO?** **Rivotril[® ]** é contraindicado a pacientes com hipersensibilidade conhecida a clonazepam ou a qualquer dos excipientes do medicamento, em pacientes com insuficiência respiratória grave ou comprometimento do fígado grave, pois os benzodiazepínicos podem levar à ocorrência de comprometimento do sistema nervoso, secundário ao problema no fígado. **Rivotril[® ]** comprimidos e **Rivotril[® ]** gotas são contraindicados para o tratamento de transtornos do pânico em pacientes com histórico médico de apneia do sono. **Rivotril[® ]** é contraindicado a pacientes com glaucoma agudo de ângulo fechado. **Rivotril[® ]** pode ser usado por pacientes com glaucoma de ângulo aberto, desde que estejam recebendo terapia apropriada. ## **4. O QUE DEVO SABER ANTES DE USAR ESTE MEDICAMENTO?** Antes de tomar **Rivotril**[®] , informe seu médico se você tem ou teve: - 1) outros problemas de saúde, como doenças nos rins ou fígado (por exemplo: cirrose hepática), distúrbio neuromuscular ou respiratório, porfiria (doença em que ocorre deficiência de enzimas específicas na via da biossíntese do heme); - 2) sinais ou sintomas de depressão e/ou tentativa de suicídio; - 3) intolerância à galactose (açúcar) ou deficiência de lactase (enzima que quebra a lactose); 4) ataxia cerebelar ou espinhal (descoordenação dos movimentos por problema do cerebelo ou medula); > 5) uso regular ou intoxicação aguda por álcool ou drogas. Pode ocorrer perda de efeito durante o tratamento com clonazepam."
chunk_07b5a2953783,leaf_3cb34533cd62,sec_a09f972c4cdf,rivotril,contraindication,patient_leaflet,1,1250,2329,1079,QUANDO NÃO DEVO USAR ESTE MEDICAMENTO?,QUANDO NÃO DEVO USAR ESTE MEDICAMENTO? > **Abuso e dependência do medicamento**,"(açúcar) ou deficiência de lactase (enzima que quebra a lactose); 4) ataxia cerebelar ou espinhal (descoordenação dos movimentos por problema do cerebelo ou medula); > 5) uso regular ou intoxicação aguda por álcool ou drogas. Pode ocorrer perda de efeito durante o tratamento com clonazepam. Não tome **Rivotril[® ]** com álcool e/ou depressores do sistema nervoso central, essa combinação pode aumentar os efeitos de **Rivotril[®]** , com potencial sedação grave que pode resultar em coma ou morte, depressão cardiovascular e/ou respiratória. Caso ocorram reações paradoxais ** durante o tratamento, fale com seu médico, pois o uso do medicamento deve ser descontinuado. Pode ocorrer amnésia anterógrada (perda da habilidade de criar novas memórias e absorver novas informações), com o uso de benzodiazepínicos em doses terapêuticas. **Rivotril[® ]** pode precipitar o estado de mal epiléptico (crises epilépticas em sequência rápida). Fale com seu médico antes de aumentar a dose ou interromper abruptamente esta medicação. ## **Abuso e dependência do medicamento**"
chunk_d77c1f8474ad,leaf_3cb34533cd62,sec_a09f972c4cdf,rivotril,contraindication,patient_leaflet,2,2032,3627,1595,QUANDO NÃO DEVO USAR ESTE MEDICAMENTO?,QUANDO NÃO DEVO USAR ESTE MEDICAMENTO? > **Abuso e dependência do medicamento**  > **Efeitos sobre a capacidade de dirigir e operar  máquinas**,"ções), com o uso de benzodiazepínicos em doses terapêuticas. **Rivotril[® ]** pode precipitar o estado de mal epiléptico (crises epilépticas em sequência rápida). Fale com seu médico antes de aumentar a dose ou interromper abruptamente esta medicação. ## **Abuso e dependência do medicamento** O uso de benzodiazepínicos pode levar ao desenvolvimento de dependência física e psicológica. O risco de dependência aumenta com a dose, tratamentos prolongados e em pacientes com história de abuso de álcool ou drogas. Em caso de dependência, especialmente com doses elevadas, a descontinuação brusca do tratamento será acompanhada por sintomas de abstinência: psicoses, distúrbio comportamental, tremor, sudorese, agitação, distúrbios do sono e ansiedade, dor de cabeça, diarreia, dores musculares, câimbras, ansiedade extrema, tensão, cansaço, inquietação, alteração de humor, confusão, irritabilidade e convulsões epiléticas que podem ser associadas à doença de base. Em casos graves, desrealização (sentimentos de estranhamento ou distanciamento em relação ao ambiente), despersonalização (processo psíquico, em que se tem a impressão de que se é estranho a si mesmo), hipersensibilidade ao som, à luz, a ruídos e ao contato físico, sensações anormais, formigamentos, alucinações. O risco dos sintomas de abstinência é maior após descontinuação súbita do tratamento, portanto a retirada brusca do medicamento deve ser evitada. O tratamento (mesmo de curta duração) deve ser interrompido pela redução gradativa da dose diária. ## **Efeitos sobre a capacidade de dirigir e operar máquinas**"
chunk_eae4150205a2,leaf_3cb34533cd62,sec_a09f972c4cdf,rivotril,contraindication,patient_leaflet,3,3330,4906,1576,QUANDO NÃO DEVO USAR ESTE MEDICAMENTO?,QUANDO NÃO DEVO USAR ESTE MEDICAMENTO? > **Efeitos sobre a capacidade de dirigir e operar  máquinas**  > **Gravidez e amamentação**  > **Este medicamento não deve ser utilizado por mulheres grávidas sem orientação médica ou do cirurgiãodentista.** ,"intomas de abstinência é maior após descontinuação súbita do tratamento, portanto a retirada brusca do medicamento deve ser evitada. O tratamento (mesmo de curta duração) deve ser interrompido pela redução gradativa da dose diária. ## **Efeitos sobre a capacidade de dirigir e operar máquinas** Clonazepam pode lentificar as reações, efeito agravado com o uso de álcool. **Durante o tratamento, o paciente não deve dirigir veículos ou operar máquinas, pois sua habilidade e atenção podem estar prejudicadas.** Até o momento, não há informações de que **Rivotril[® ]** cause _doping_ . Em caso de dúvidas, consulte o seu médico. ## **Gravidez e amamentação** 2 **==> picture [109 x 35] intentionally omitted <==** ## **Este medicamento não deve ser utilizado por mulheres grávidas sem orientação médica ou do cirurgiãodentista.** **Rivotril[® ]** só deve ser administrado a gestantes se houver indicação absoluta e se os benefícios potenciais superarem os riscos para o feto. **Rivotril[® ]** pode prejudicar seu bebê. Informe seu médico se estiver grávida ou se está tentando engravidar. O uso de altas doses no último trimestre da gestação ou no trabalho de parto pode causar irregularidades no batimento cardíaco do feto e baixa temperatura corpórea, falta de tônus muscular, depressão respiratória e dificuldade de sucção no bebê. Tanto a gestação quanto a suspensão de **Rivotril**[® ] podem exacerbar a epilepsia. Informe seu médico se estiver amamentando. Se você realmente precisar tomar **Rivotril[®]** , a amamentação deve ser descontinuada."
chunk_d1e77a6a6e34,leaf_3cb34533cd62,sec_a09f972c4cdf,rivotril,contraindication,patient_leaflet,4,4609,6171,1562,QUANDO NÃO DEVO USAR ESTE MEDICAMENTO?,QUANDO NÃO DEVO USAR ESTE MEDICAMENTO? > **Uso em crianças**  > **Uso em idosos**  > **Principais interações medicamentosas**  > **Interações fármaco-alimento**  > **Interações fármaco-laboratório** ,"lta de tônus muscular, depressão respiratória e dificuldade de sucção no bebê. Tanto a gestação quanto a suspensão de **Rivotril**[® ] podem exacerbar a epilepsia. Informe seu médico se estiver amamentando. Se você realmente precisar tomar **Rivotril[®]** , a amamentação deve ser descontinuada. ## **Uso em crianças** Avaliar o risco / benefício do uso de **Rivotril[® ]** a longo prazo em pacientes pediátricos com distúrbios epilépticos. **Rivotril[® ]** pode aumentar a salivação e as secreções brônquicas em lactentes e crianças pequenas. Atenção: manter as vias aéreas livres. Não há dados de eficácia / segurança de **Rivotril[® ]** em menores de 18 anos com distúrbio do pânico. ## **Uso em idosos** Os efeitos dos benzodiazepínicos parecem ser maiores em pacientes idosos do que em pacientes mais jovens, mesmo em concentrações plasmáticas similares. ## **Principais interações medicamentosas** Informe seu médico se estiver tomando outros medicamentos, incluindo as substâncias a seguir, pois elas podem interagir com **Rivotril[®]** : – Depressores do sistema nervoso central e álcool; – Medicamentos que agem no sistema nervoso: antidepressivos, medicamentos para dormir, alguns analgésicos, antipsicóticos, ansiolíticos, anticonvulsivantes; – Medicamentos para o estômago. ## **Interações fármaco-alimento** Interações com alimentos não foram estabelecidas. O suco de toranja pode aumentar o efeito de **Rivotril**[®] . ## **Interações fármaco-laboratório** Interações com testes laboratoriais não foram estabelecidas."
chunk_4ff062e5e2e2,leaf_3cb34533cd62,sec_a09f972c4cdf,rivotril,contraindication,patient_leaflet,5,5874,7454,1580,QUANDO NÃO DEVO USAR ESTE MEDICAMENTO?,"QUANDO NÃO DEVO USAR ESTE MEDICAMENTO? > **Interações fármaco-alimento**  > **Interações fármaco-laboratório**  > **5. ONDE, COMO E POR QUANTO TEMPO POSSO GUARDAR ESTE   MEDICAMENTO?**  > **Número de lote e datas de fabricação e validade: vide  embalagem.**  > **Aspecto físico**  > **Características organolépticas** ","sivantes; – Medicamentos para o estômago. ## **Interações fármaco-alimento** Interações com alimentos não foram estabelecidas. O suco de toranja pode aumentar o efeito de **Rivotril**[®] . ## **Interações fármaco-laboratório** Interações com testes laboratoriais não foram estabelecidas. **Informe ao seu médico ou cirurgião-dentista se você está fazendo uso de algum outro medicamento. Não use medicamento sem o conhecimento do seu médico. Pode ser perigoso para a sua saúde.** ## **5. ONDE, COMO E POR QUANTO TEMPO POSSO GUARDAR ESTE MEDICAMENTO?** **Rivotril[® ]** comprimidos de 0,5 mg e 2,0 mg devem ser armazenados em temperatura ambiente (entre 15 e 30 ºC). ## **Número de lote e datas de fabricação e validade: vide embalagem.** **Não use medicamento com o prazo de validade vencido. Guarde-o em sua embalagem original.** ## **Aspecto físico** Os comprimidos de 0,5 mg de **Rivotril[® ]** apresentam formato cilíndrico biplano com presença de ranhura e cor laranja pálido. Os comprimidos de 2,0 mg de **Rivotril[® ]** apresentam formato cilíndrico biplano com presença de ranhura e cor branca a levemente amarelada. ## **Características organolépticas** **Rivotril[® ]** comprimidos de 0,5 mg e 2,0 mg não apresenta características marcantes que o diferenciem de outros comprimidos. **Antes de usar, observe o aspecto do medicamento. Caso ele esteja no prazo de validade e você observe alguma mudança no aspecto, consulte o farmacêutico para saber se poderá utilizá-lo.** 3 **==> picture [109 x 35] intentionally omitted <==**"
chunk_622a72b37a03,leaf_3cb34533cd62,sec_a09f972c4cdf,rivotril,contraindication,patient_leaflet,6,7156,8743,1587,QUANDO NÃO DEVO USAR ESTE MEDICAMENTO?,QUANDO NÃO DEVO USAR ESTE MEDICAMENTO? > **Todo medicamento deve ser mantido fora do alcance das  crianças.**  > **6. COMO DEVO USAR ESTE  MEDICAMENTO?**  > **Distúrbios epilépticos**  > Adultos  > **Transtornos de ansiedade**,"cantes que o diferenciem de outros comprimidos. **Antes de usar, observe o aspecto do medicamento. Caso ele esteja no prazo de validade e você observe alguma mudança no aspecto, consulte o farmacêutico para saber se poderá utilizá-lo.** 3 **==> picture [109 x 35] intentionally omitted <==** ## **Todo medicamento deve ser mantido fora do alcance das crianças.** ## **6. COMO DEVO USAR ESTE MEDICAMENTO?** Tome os comprimidos por via oral com pouca quantidade de líquido não alcoólico. A dose de **Rivotril[® ]** depende da doença, da resposta clínica, idade e tolerabilidade. Recomenda-se que o tratamento inicie com doses mais baixas, que podem ser aumentadas se necessário. Siga a orientação médica. ## **Distúrbios epilépticos** ## Adultos Dose inicial: não exceder 1,5 mg/dia, dividida em 3 doses. Aumentar a critério médico. Dose de manutenção: será definida pelo seu médico, de acordo com sua resposta. Dose diária máxima recomendada: 20 mg. Se você já usa outro anticonvulsivante, avise seu médico. Recém-nascidos e crianças até 10 anos de idade ou 30 kg de peso Dose inicial média: 0,01 a 0,03 mg/kg/dia. Não exceder 0,05 mg/kg/dia, dividido em 2 ou 3 doses diárias. Crianças entre 10 e 16 anos de idade: Dose inicial: 1 a 1,5 mg/dia, dividido em 2 a 3 doses. A dose pode ser aumentada, a critério médico, até atingir a dose de manutenção individual, usualmente de 3 a 6 mg/dia. Sempre que possível, dividir a dose diária em 3 doses iguais. Caso não seja possível, a maior dose deve ser tomada antes de deitar. ## **Transtornos de ansiedade**"
chunk_3eb1bfdbfd3a,leaf_3cb34533cd62,sec_a09f972c4cdf,rivotril,contraindication,patient_leaflet,7,8447,9978,1531,QUANDO NÃO DEVO USAR ESTE MEDICAMENTO?,QUANDO NÃO DEVO USAR ESTE MEDICAMENTO? > **Transtornos de ansiedade**  > **Transtornos do humor**  > **Síndromes psicóticas** ,"a 3 doses. A dose pode ser aumentada, a critério médico, até atingir a dose de manutenção individual, usualmente de 3 a 6 mg/dia. Sempre que possível, dividir a dose diária em 3 doses iguais. Caso não seja possível, a maior dose deve ser tomada antes de deitar. ## **Transtornos de ansiedade** - **Distúrbio do pânico:** Adultos: - Dose inicial: 0,5 mg/dia, dividida em 2 doses. Pode-se aumentar a dose a critério médico. - Dose de manutenção: critério médico, de acordo com sua resposta. A dose tomada ao deitar reduz a inconveniência da sonolência e pode ser desejável no início do tratamento. A retirada deve ser gradual, até que o medicamento seja totalmente suspenso. - **Como ansiolítico em geral:** 0,25 mg a 4,0 mg/dia. Dose recomendada: 0,5 a 1,5 mg/dia (dividida em 3x/dia). - **Fobia social:** 0,25 mg/dia até 6,0 mg/dia (2,0 mg, 3x/dia). Dose recomendada: 1,0 a 2,5 mg/dia. ## **Transtornos do humor** - **Transtorno afetivo bipolar** (tratamento da mania): 1,5 mg a 8 mg/dia. Dose recomendada: 2,0 a 4,0 mg/dia. - **Depressão maior** (associado a antidepressivos): 0,5 a 6,0 mg/dia. Dose recomendada: 2,0 a 4,0 mg/dia. ## **Síndromes psicóticas** - **Acatisia** : 0,5 mg a 4,5 mg/dia. Dose recomendada: 0,5 a 3,0 mg/dia. **Síndrome das pernas inquietas:** 0,5 mg a 2,0 mg/dia. **Vertigem e distúrbios do equilíbrio** : 0,5 mg a 1,0 mg ao dia (2x/dia). Doses diárias superiores a 1,0 mg não são recomendáveis. **Síndrome da boca ardente:** 0,25 a 6,0 mg/dia. Dose recomendada: 1,0 a 2,0 mg/dia."
chunk_138608289ce9,leaf_3cb34533cd62,sec_a09f972c4cdf,rivotril,contraindication,patient_leaflet,8,9682,10957,1275,QUANDO NÃO DEVO USAR ESTE MEDICAMENTO?,QUANDO NÃO DEVO USAR ESTE MEDICAMENTO? > **Instruções especiais de administração** ,"0,5 a 3,0 mg/dia. **Síndrome das pernas inquietas:** 0,5 mg a 2,0 mg/dia. **Vertigem e distúrbios do equilíbrio** : 0,5 mg a 1,0 mg ao dia (2x/dia). Doses diárias superiores a 1,0 mg não são recomendáveis. **Síndrome da boca ardente:** 0,25 a 6,0 mg/dia. Dose recomendada: 1,0 a 2,0 mg/dia. **Uso em idosos:** a dose mais baixa possível deve ser utilizada em idosos. Deve-se ter especial cuidado durante as alterações na dose. **Comprometimento do fígado:** pacientes com comprometimento do fígado grave não devem ser tratados com clonazepam e pacientes com comprometimento hepático leve a moderado devem receber a dose mais baixa possível. 4 **==> picture [109 x 35] intentionally omitted <==** ## **Instruções especiais de administração** **Rivotril[® ]** pode ser usado com outros antiepilépticos. Nesse caso, seu médico ajustará a dose de cada medicamento para atingir o efeito ideal. Não pare de tomar **Rivotril[® ]** subitamente, você pode ter novas crises epilépticas. Somente seu médico poderá orientar a interrupção do tratamento reduzindo gradualmente a dose utilizada. **Siga a orientação de seu médico, respeitando sempre os horários, as doses e a duração do tratamento. Não interrompa o tratamento sem o conhecimento do seu médico.** **7."
chunk_6fd00831c65b,leaf_3cb34533cd62,sec_87bf8e4ab9aa,rivotril,missed_dose,patient_leaflet,0,0,1029,1029,O QUE DEVO FAZER QUANDO EU ME ESQUECER DE USAR ESTE MEDICAMENTO?,O QUE DEVO FAZER QUANDO EU ME ESQUECER DE USAR ESTE MEDICAMENTO? > **Pós-comercialização:** ,"O QUE DEVO FAZER QUANDO EU ME ESQUECER DE USAR ESTE MEDICAMENTO?** Nunca dobre a dose na próxima tomada. Apenas continue com a próxima dose no tempo determinado. **Em caso de dúvidas, procure orientação do farmacêutico, de seu médico ou cirurgião-dentista.** **8. QUAIS OS MALES QUE ESTE MEDICAMENTO PODE ME CAUSAR?** Algumas reações são transitórias e desaparecem espontaneamente no decorrer do tratamento ou com redução da dose. As reações que ocorreram em ≥ 5% dos pacientes em estudos clínicos foram: sonolência, dor de cabeça, infecção das vias aéreas superiores, cansaço, gripe, depressão, vertigem, irritabilidade, insônia, perda da coordenação de movimentos e da marcha, perda do equilíbrio, náusea, sensação de cabeça leve, sinusite e concentração prejudicada. ## **Pós-comercialização:** **Distúrbios do sistema imunológico** : reações alérgicas e muito poucos casos de anafilaxia (reação alérgica grave). **Distúrbios endócrinos** : casos isolados, reversíveis, de puberdade precoce incompleta em crianças."
chunk_c5bdb78f220a,leaf_3cb34533cd62,sec_87bf8e4ab9aa,rivotril,missed_dose,patient_leaflet,1,733,1719,986,O QUE DEVO FAZER QUANDO EU ME ESQUECER DE USAR ESTE MEDICAMENTO?,O QUE DEVO FAZER QUANDO EU ME ESQUECER DE USAR ESTE MEDICAMENTO? > **Pós-comercialização:** ,"leve, sinusite e concentração prejudicada. ## **Pós-comercialização:** **Distúrbios do sistema imunológico** : reações alérgicas e muito poucos casos de anafilaxia (reação alérgica grave). **Distúrbios endócrinos** : casos isolados, reversíveis, de puberdade precoce incompleta em crianças. **Distúrbios psiquiátricos** : amnésia, alucinações, histeria, psicose, tentativa de suicídio, despersonalização, distúrbio de memória, desinibição orgânica, ideias suicidas, lamentações, distúrbios emocionais e de humor, estado confusional e desorientação. Depressão pode estar associada à doença de base. Reações paradoxais: inquietação, agitação, irritabilidade, agressividade, nervosismo, hostilidade, ansiedade, distúrbios do sono, delírio, raiva, pesadelos, sonhos anormais, alucinações, psicose, hiperatividade, comportamento inapropriado e outros efeitos comportamentais. Alterações da libido (casos raros). Dependência e retirada, vide item “Abuso e dependência do medicamento”."
chunk_241b8f0d59e6,leaf_3cb34533cd62,sec_87bf8e4ab9aa,rivotril,missed_dose,patient_leaflet,2,1422,2927,1505,O QUE DEVO FAZER QUANDO EU ME ESQUECER DE USAR ESTE MEDICAMENTO?,O QUE DEVO FAZER QUANDO EU ME ESQUECER DE USAR ESTE MEDICAMENTO?,"o, hostilidade, ansiedade, distúrbios do sono, delírio, raiva, pesadelos, sonhos anormais, alucinações, psicose, hiperatividade, comportamento inapropriado e outros efeitos comportamentais. Alterações da libido (casos raros). Dependência e retirada, vide item “Abuso e dependência do medicamento”. **Distúrbios do sistema nervoso** : diminuição da concentração, sonolência, lentificação, hipotonia muscular, tonturas, ataxia são frequentes e geralmente transitórias. Dor de cabeça (raro). Distúrbios reversíveis: dificuldade para articular a fala, incoordenação de movimentos e da marcha, movimento anormal dos olhos. Pode haver esquecimento de fatos recentes, associado a alteração de comportamento. Pode haver aumento das crises convulsivas em determinadas formas de epilepsia. Perda da voz, movimentos grosseiros e descoordenados de braços e pernas, coma, tremor, perda de força de um lado do corpo, sensação de cabeça leve, falta de energia e formigamento e alteração da sensibilidade nas extremidades. **Distúrbios oculares** : visão dupla reversível, aparência de “olho vítreo”. **Distúrbios cardiovasculares** : palpitações, dor torácica, insuficiência cardíaca (incluindo parada cardíaca). **Distúrbios respiratórios** : congestão pulmonar, congestão nasal, hipersecreção, tosse, falta de ar, bronquite, rinite, faringite. Pode ocorrer depressão respiratória. **Rivotril[® ]** pode aumentar a produção de saliva ou de secreção brônquica (secreção nas vias aéreas) em lactentes e crianças."
chunk_f81ed3e80e69,leaf_3cb34533cd62,sec_87bf8e4ab9aa,rivotril,missed_dose,patient_leaflet,3,2630,4116,1486,O QUE DEVO FAZER QUANDO EU ME ESQUECER DE USAR ESTE MEDICAMENTO?,O QUE DEVO FAZER QUANDO EU ME ESQUECER DE USAR ESTE MEDICAMENTO?,"*Distúrbios respiratórios** : congestão pulmonar, congestão nasal, hipersecreção, tosse, falta de ar, bronquite, rinite, faringite. Pode ocorrer depressão respiratória. **Rivotril[® ]** pode aumentar a produção de saliva ou de secreção brônquica (secreção nas vias aéreas) em lactentes e crianças. **Distúrbios gastrintestinais** : perda do apetite, língua saburrosa, constipação, diarreia, boca seca, incontinência fecal (perda do controle da evacuação), gastrite, aumento do fígado, apetite aumentado, gengivas doloridas, dor abdominal, inflamação gastrintestinal, dor de dente. Náuseas e sintomas epigástricos (raro) (sintomas na região do estômago). 5 **==> picture [109 x 35] intentionally omitted <==** **Distúrbios da pele / tecido subcutâneo** : urticária (placas avermelhadas na pele que coçam bastante), coceira, erupção cutânea, perda de cabelo transitória, crescimento anormal de pelos, inchaço na face e tornozelo, alterações da pigmentação (raro). **Distúrbios musculoesqueléticos / tecido conectivo** : fraqueza muscular, frequente e geralmente transitória. Dor muscular, dor nas costas, fratura traumática, dor na nuca, deslocamentos e tensões. **Distúrbios renais / urinários** : dificuldade para urinar, perda urinária durante o sono, noctúria (levantar para urinar à noite), retenção urinária, infecção do trato urinário. Incontinência (raro). **Distúrbios do sistema reprodutivo** : cólicas menstruais, diminuição de interesse sexual. Impotência (raro)."
chunk_f4367282d8f7,leaf_3cb34533cd62,sec_87bf8e4ab9aa,rivotril,missed_dose,patient_leaflet,4,3819,4923,1104,O QUE DEVO FAZER QUANDO EU ME ESQUECER DE USAR ESTE MEDICAMENTO?,"O QUE DEVO FAZER QUANDO EU ME ESQUECER DE USAR ESTE MEDICAMENTO? > **Distúrbios do ouvido** : otite, vertigem.  > **9.","is / urinários** : dificuldade para urinar, perda urinária durante o sono, noctúria (levantar para urinar à noite), retenção urinária, infecção do trato urinário. Incontinência (raro). **Distúrbios do sistema reprodutivo** : cólicas menstruais, diminuição de interesse sexual. Impotência (raro). **Distúrbios gerais** : fadiga frequente e geralmente transitória. Reações paradoxais: vide item “Distúrbios psiquiátricos”. **Lesões e envenenamento** : quedas e fraturas. Risco maior em pessoas que usam outros sedativos incluindo bebidas alcoólicas e em idosos. **Exames complementares** : diminuição do número de plaquetas (raro). Diminuição dos glóbulos brancos e anemia, alterações dos exames da função do fígado. ## **Distúrbios do ouvido** : otite, vertigem. **Diversas** : desidratação, deterioração geral, febre, aumento dos gânglios linfáticos, ganho ou perda de peso, infecção viral. **Informe ao seu médico, cirurgião-dentista ou farmacêutico o aparecimento de reações indesejáveis pelo uso do medicamento. Informe também à empresa através do seu serviço de atendimento.** ## **9."
chunk_ddd8cf00aa9e,leaf_3cb34533cd62,sec_b9149f7435e7,rivotril,overdose,patient_leaflet,0,0,1520,1520,O QUE FAZER SE ALGUÉM USAR UMA QUANTIDADE MAIOR DO QUE A INDICADA DESTE MEDICAMENTO?,O QUE FAZER SE ALGUÉM USAR UMA QUANTIDADE MAIOR DO QUE A INDICADA DESTE MEDICAMENTO?,"O QUE FAZER SE ALGUÉM USAR UMA QUANTIDADE MAIOR DO QUE A INDICADA DESTE MEDICAMENTO? Sintomas** Os benzodiazepínicos geralmente causam sonolência, ataxia (perda da coordenação dos movimentos), disartria, nistagmo, confusão mental, excitação e lentidão de movimento. A superdose de **Rivotril[® ]** está raramente associada com risco de morte, caso o medicamento tenha sido tomado isoladamente, mas pode levar à arreflexia (ausência de reflexos), apneia, hipotensão arterial, depressão cardiorrespiratória e coma. Se ocorrer coma, normalmente tem duração de poucas horas; porém, pode ser prolongado e cíclico, particularmente em idosos. A depressão respiratória por benzodiazepínicos é mais séria em pacientes com doença respiratória. Os benzodiazepínicos aumentam os efeitos de outros depressores do sistema nervoso central, incluindo o álcool. **Conduta** Monitorar sinais vitais e instituir medidas de suporte a critério médico. **Advertência** Flumazenil não é indicado a pacientes com epilepsia que foram tratados com benzodiazepínicos. **Em caso de uso de grande quantidade deste medicamento, procure rapidamente socorro médico e leve a embalagem ou bula do medicamento, se possível. Ligue para 0800 722 6001, se você precisar de mais orientações.** MS-1.1524.0011 Farmacêutico Responsável: Dr. Adriano Costa Leite – CRF-SP n° 38.716 Registrado por: Blanver Farmoquímica e Farmacêutica S.A. Rua Francisco Tramontano, 101 -Sala 507 Real Parque – CEP 05686-010 – São Paulo – SP CNPJ 53.359.824/0001-19"
chunk_0ce797d87485,leaf_3cb34533cd62,sec_b9149f7435e7,rivotril,overdose,patient_leaflet,1,1223,2413,1190,O QUE FAZER SE ALGUÉM USAR UMA QUANTIDADE MAIOR DO QUE A INDICADA DESTE MEDICAMENTO?,O QUE FAZER SE ALGUÉM USAR UMA QUANTIDADE MAIOR DO QUE A INDICADA DESTE MEDICAMENTO? > **Rivotril[®]**  > **,", se você precisar de mais orientações.** MS-1.1524.0011 Farmacêutico Responsável: Dr. Adriano Costa Leite – CRF-SP n° 38.716 Registrado por: Blanver Farmoquímica e Farmacêutica S.A. Rua Francisco Tramontano, 101 -Sala 507 Real Parque – CEP 05686-010 – São Paulo – SP CNPJ 53.359.824/0001-19 Fabricado e Embalado por: Produtos Roche Químicos e Farmacêuticos S.A. Est. dos Bandeirantes, 2020 6 **==> picture [109 x 35] intentionally omitted <==** CEP 22775-109 – Rio de Janeiro – RJ Comercializado por: Biopas Brasil Produtos Farmacêuticos Ltda Estrada da Lagoinha, 501 - Bloco 3 - Lagoa CEP: 06730-000 - Vargem Grande Paulista – SP Indústria Brasileira **Serviço Atendimento ao Consumidor – 0800 591 9210** **VENDA SOB PRESCRIÇÃO MÉDICA. O ABUSO DESTE MEDICAMENTO PODE CAUSAR DEPENDÊNCIA.** **Esta bula foi aprovada pela ANVISA em 03/03/2022.** Bula_VP_Rivotril_V.01 **==> picture [38 x 37] intentionally omitted <==** 7 **==> picture [109 x 35] intentionally omitted <==** ## **Rivotril[®]** **(clonazepam)** **Comprimidos sublinguais 0,25 mg** **Blanver Farmoquímica e Farmacêutica S.A** 8 **==> picture [109 x 35] intentionally omitted <==** ## **"
